,Date,SKU_Category,Quantity,Sales_Amount,item_price,day,month,price
3370,2016-03-20,R6E,8.0,28.33,3.54125,20.0,3.0,3.54125
3385,2016-03-21,29A,22.0,86.32,4.856333333333334,21.0,3.0,3.9236363636363634
3394,2016-03-21,FEW,11.0,96.45,8.768181818181818,21.0,3.0,8.768181818181818
3408,2016-03-21,N8U,47.0,176.71,3.7939166666666666,21.0,3.0,3.7597872340425535
3416,2016-03-21,R6E,19.0,61.79,3.3319444444444444,21.0,3.0,3.252105263157895
3431,2016-03-22,29A,7.0,45.46,7.108,22.0,3.0,6.494285714285715
3440,2016-03-22,FEW,10.0,115.32,12.017222222222223,22.0,3.0,11.532
3453,2016-03-22,N8U,39.0,159.1,4.131184210526316,22.0,3.0,4.079487179487179
3461,2016-03-22,R6E,26.0,114.41,4.459583333333334,22.0,3.0,4.400384615384615
3475,2016-03-23,29A,17.0,110.51,7.089555555555555,23.0,3.0,6.500588235294118
3483,2016-03-23,FEW,8.0,85.64,10.705000000000002,23.0,3.0,10.705
3498,2016-03-23,N8U,41.0,137.52,3.4407657657657653,23.0,3.0,3.354146341463415
3506,2016-03-23,R6E,29.0,200.12,6.900689655172414,23.0,3.0,6.900689655172414
3521,2016-03-24,29A,11.0,53.910000000000004,5.689047619047619,24.0,3.0,4.900909090909091
3530,2016-03-24,FEW,18.0,173.0,9.61111111111111,24.0,3.0,9.61111111111111
3545,2016-03-24,N8U,60.0,238.13,3.985603448275862,24.0,3.0,3.9688333333333334
3553,2016-03-24,R6E,27.0,166.8,6.121304347826088,24.0,3.0,6.177777777777778
3566,2016-03-25,29A,8.0,49.64,6.205,25.0,3.0,6.205
3571,2016-03-25,FEW,10.0,95.6,9.559999999999999,25.0,3.0,9.559999999999999
3584,2016-03-25,N8U,35.0,119.57,3.671379310344828,25.0,3.0,3.416285714285714
3592,2016-03-25,R6E,15.0,67.88,4.5200000000000005,25.0,3.0,4.525333333333333
3605,2016-03-26,29A,7.0,31.41,5.006,26.0,3.0,4.4871428571428575
3610,2016-03-26,FEW,7.0,69.28,9.897142857142857,26.0,3.0,9.897142857142857
3620,2016-03-26,N8U,29.0,128.06,4.432142857142856,26.0,3.0,4.4158620689655175
3626,2016-03-26,R6E,22.0,121.6,5.833999999999999,26.0,3.0,5.527272727272727
3635,2016-03-28,29A,1.0,1.98,1.98,28.0,3.0,1.98
3638,2016-03-28,FEW,2.0,29.71,14.855,28.0,3.0,14.855
3644,2016-03-28,N8U,7.0,27.47,3.924285714285714,28.0,3.0,3.924285714285714
3649,2016-03-28,R6E,6.0,15.25,2.9075,28.0,3.0,2.5416666666666665
3658,2016-03-29,29A,20.0,101.85000000000001,5.281153846153846,29.0,3.0,5.0925
3667,2016-03-29,FEW,11.0,136.57999999999998,12.79611111111111,29.0,3.0,12.416363636363634
3681,2016-03-29,N8U,27.0,113.23,4.289423076923077,29.0,3.0,4.1937037037037035
3689,2016-03-29,R6E,18.0,107.99,5.999444444444444,29.0,3.0,5.999444444444444
3702,2016-03-30,29A,11.0,45.63,3.7775000000000003,30.0,3.0,4.148181818181818
3711,2016-03-30,FEW,6.0,65.76,10.959999999999999,30.0,3.0,10.96
3725,2016-03-30,N8U,42.0,168.47,3.99472972972973,30.0,3.0,4.011190476190476
3733,2016-03-30,R6E,6.0,41.0,6.833333333333333,30.0,3.0,6.833333333333333
3747,2016-03-31,29A,13.0,71.16,5.5672727272727265,31.0,3.0,5.473846153846154
3756,2016-03-31,FEW,12.0,127.07000000000001,10.589166666666666,31.0,3.0,10.589166666666667
3771,2016-03-31,N8U,45.0,172.89,3.939404761904762,31.0,3.0,3.8419999999999996
3779,2016-03-31,R6E,21.0,109.17,5.5131578947368425,31.0,3.0,5.198571428571428
3794,2016-04-01,29A,11.0,68.37,7.538749999999999,1.0,4.0,6.215454545454546
3802,2016-04-01,FEW,13.0,106.10000000000001,8.161538461538463,1.0,4.0,8.161538461538463
3815,2016-04-01,N8U,43.0,152.18,3.563658536585366,1.0,4.0,3.5390697674418607
3823,2016-04-01,R6E,25.0,118.2,5.457456140350877,1.0,4.0,4.728
3837,2016-04-02,29A,15.0,70.37,5.309393939393939,2.0,4.0,4.691333333333334
3846,2016-04-02,FEW,8.0,68.67,8.58375,2.0,4.0,8.58375
3860,2016-04-02,N8U,32.0,113.49,3.438571428571428,2.0,4.0,3.5465625
3868,2016-04-02,R6E,14.0,71.52,5.1085714285714285,2.0,4.0,5.1085714285714285
3883,2016-04-03,29A,11.0,77.07,7.461111111111112,3.0,4.0,7.006363636363636
3891,2016-04-03,FEW,9.0,110.87,12.8275,3.0,4.0,12.318888888888889
3905,2016-04-03,N8U,34.0,127.91,3.83171875,3.0,4.0,3.7620588235294115
3913,2016-04-03,R6E,11.0,50.44,4.585454545454546,3.0,4.0,4.585454545454545
3928,2016-04-04,29A,19.0,85.71,4.907976190476191,4.0,4.0,4.511052631578947
3937,2016-04-04,FEW,13.0,140.05,11.1875,4.0,4.0,10.773076923076925
3952,2016-04-04,N8U,34.0,145.74,4.306212121212121,4.0,4.0,4.286470588235295
3960,2016-04-04,R6E,20.0,113.56,5.677999999999999,4.0,4.0,5.678
3975,2016-04-05,29A,9.0,54.25,6.58625,5.0,4.0,6.027777777777778
3984,2016-04-05,FEW,15.0,140.33,9.215714285714286,5.0,4.0,9.355333333333334
3999,2016-04-05,N8U,38.0,152.22,4.203774509803922,5.0,4.0,4.00578947368421
4006,2016-04-05,R6E,27.0,167.92000000000002,6.787499999999999,5.0,4.0,6.2192592592592595
4020,2016-04-06,29A,6.0,52.080000000000005,8.68,6.0,4.0,8.680000000000001
4028,2016-04-06,FEW,20.0,182.01,9.1005,6.0,4.0,9.1005
4043,2016-04-06,N8U,22.0,106.33,4.68675,6.0,4.0,4.833181818181818
4051,2016-04-06,R6E,2.0,49.62,24.81,6.0,4.0,24.81
4064,2016-04-07,29A,10.0,51.68,5.167999999999999,7.0,4.0,5.168
4073,2016-04-07,FEW,22.0,187.95,8.639736842105261,7.0,4.0,8.543181818181818
4088,2016-04-07,N8U,34.0,150.41,4.3942424242424245,7.0,4.0,4.423823529411765
4096,2016-04-07,R6E,11.0,98.64,12.608928571428573,7.0,4.0,8.967272727272727
4110,2016-04-08,29A,6.0,29.28,4.88,8.0,4.0,4.88
4119,2016-04-08,FEW,7.0,53.839999999999996,7.691428571428571,8.0,4.0,7.691428571428571
4134,2016-04-08,N8U,29.0,126.63,4.3325,8.0,4.0,4.366551724137931
4142,2016-04-08,R6E,10.0,103.19,10.318999999999999,8.0,4.0,10.318999999999999
4154,2016-04-09,29A,6.0,23.95,4.040000000000001,9.0,4.0,3.9916666666666667
4160,2016-04-09,FEW,3.0,40.66,13.553333333333333,9.0,4.0,13.553333333333333
4172,2016-04-09,N8U,25.0,101.66,4.069545454545454,9.0,4.0,4.0664
4179,2016-04-09,R6E,3.0,10.92,3.2775,9.0,4.0,3.64
4193,2016-04-10,29A,10.0,44.85,5.147916666666666,10.0,4.0,4.485
4202,2016-04-10,FEW,7.0,89.39,12.769999999999998,10.0,4.0,12.77
4216,2016-04-10,N8U,47.0,151.97,3.5582017543859643,10.0,4.0,3.233404255319149
4224,2016-04-10,R6E,18.0,115.25,6.402777777777778,10.0,4.0,6.402777777777778
4237,2016-04-11,29A,14.0,90.91,6.873846153846154,11.0,4.0,6.493571428571428
4246,2016-04-11,FEW,5.0,45.7,9.14,11.0,4.0,9.14
4261,2016-04-11,N8U,36.0,159.64000000000001,4.79078125,11.0,4.0,4.434444444444445
4269,2016-04-11,R6E,20.0,123.63,6.3102631578947355,11.0,4.0,6.1815
4284,2016-04-12,29A,12.0,84.41,6.59625,12.0,4.0,7.034166666666667
4290,2016-04-12,FEW,7.0,65.45,9.135333333333332,12.0,4.0,9.35
4302,2016-04-12,N8U,25.0,97.95,3.9221739130434785,12.0,4.0,3.918
4307,2016-04-12,R6E,13.0,74.27,5.7130769230769225,12.0,4.0,5.7130769230769225
4320,2016-04-13,29A,17.0,94.34,5.970641025641025,13.0,4.0,5.549411764705883
4329,2016-04-13,FEW,11.0,115.58,10.507272727272728,13.0,4.0,10.507272727272728
4343,2016-04-13,N8U,38.0,137.22,3.4845714285714284,13.0,4.0,3.6110526315789473
4350,2016-04-13,R6E,20.0,120.69,6.0344999999999995,13.0,4.0,6.0344999999999995
4365,2016-04-14,29A,5.0,28.550000000000004,5.710000000000001,14.0,4.0,5.710000000000001
4374,2016-04-14,FEW,8.0,86.59,10.82375,14.0,4.0,10.82375
4389,2016-04-14,N8U,49.0,221.43,4.630416666666666,14.0,4.0,4.518979591836735
4397,2016-04-14,R6E,11.0,69.78,6.343636363636365,14.0,4.0,6.343636363636364
4412,2016-04-15,29A,8.0,32.92,4.1866666666666665,15.0,4.0,4.115
4421,2016-04-15,FEW,10.0,110.12,11.012,15.0,4.0,11.012
4436,2016-04-15,N8U,42.0,194.43,4.6292857142857144,15.0,4.0,4.6292857142857144
4444,2016-04-15,R6E,12.0,89.46,7.454999999999998,15.0,4.0,7.454999999999999
4458,2016-04-16,29A,15.0,47.07,4.343333333333333,16.0,4.0,3.138
4465,2016-04-16,FEW,7.0,69.56,9.937142857142858,16.0,4.0,9.937142857142858
4478,2016-04-16,N8U,22.0,76.69,3.570714285714285,16.0,4.0,3.485909090909091
4486,2016-04-16,R6E,6.0,60.43,10.071666666666667,16.0,4.0,10.071666666666667
4498,2016-04-17,29A,3.0,33.33,11.11,17.0,4.0,11.11
4503,2016-04-17,FEW,6.0,54.27,9.045,17.0,4.0,9.045
4514,2016-04-17,N8U,17.0,83.12,4.6584375,17.0,4.0,4.889411764705883
4520,2016-04-17,R6E,13.0,100.59,7.449999999999999,17.0,4.0,7.737692307692308
4533,2016-04-18,29A,8.0,37.43,5.545000000000001,18.0,4.0,4.67875
4542,2016-04-18,FEW,16.0,142.69,8.918125,18.0,4.0,8.918125
4557,2016-04-18,N8U,38.0,164.87,4.544558823529411,18.0,4.0,4.338684210526316
4565,2016-04-18,R6E,17.0,133.33,8.521666666666667,18.0,4.0,7.842941176470589
4580,2016-04-19,29A,9.0,37.44,4.753333333333332,19.0,4.0,4.16
4589,2016-04-19,FEW,11.0,110.24000000000001,10.192499999999999,19.0,4.0,10.021818181818183
4603,2016-04-19,N8U,45.0,185.51000000000002,4.478421052631579,19.0,4.0,4.122444444444445
4610,2016-04-19,R6E,12.0,102.22,8.518333333333333,19.0,4.0,8.518333333333333
4624,2016-04-20,29A,13.0,61.98,5.433888888888888,20.0,4.0,4.7676923076923075
4632,2016-04-20,FEW,7.0,69.74,9.962857142857143,20.0,4.0,9.962857142857143
4647,2016-04-20,N8U,29.0,142.98,5.002777777777778,20.0,4.0,4.9303448275862065
4655,2016-04-20,R6E,14.0,60.4,4.314285714285714,20.0,4.0,4.314285714285714
4670,2016-04-21,29A,11.0,73.12,6.9220000000000015,21.0,4.0,6.647272727272727
4679,2016-04-21,FEW,12.0,116.62,9.718333333333332,21.0,4.0,9.718333333333334
4693,2016-04-21,N8U,48.0,201.45,4.326991869918698,21.0,4.0,4.1968749999999995
4701,2016-04-21,R6E,16.0,128.39000000000001,8.024375000000001,21.0,4.0,8.024375000000001
4716,2016-04-22,29A,12.0,71.73,6.166363636363636,22.0,4.0,5.9775
4725,2016-04-22,FEW,10.0,99.22,9.922,22.0,4.0,9.922
4740,2016-04-22,N8U,37.0,153.3,4.5110624999999995,22.0,4.0,4.143243243243243
4748,2016-04-22,R6E,14.0,126.2,8.197307692307692,22.0,4.0,9.014285714285714
4761,2016-04-23,29A,9.0,46.839999999999996,6.096190476190476,23.0,4.0,5.204444444444444
4769,2016-04-23,FEW,7.0,65.5,9.357142857142858,23.0,4.0,9.357142857142858
4782,2016-04-23,N8U,34.0,120.83,3.868583333333333,23.0,4.0,3.5538235294117646
4788,2016-04-23,R6E,14.0,105.36,7.894615384615386,23.0,4.0,7.525714285714286
4800,2016-04-24,29A,5.0,21.34,5.724444444444444,24.0,4.0,4.268
4806,2016-04-24,FEW,4.0,38.55,9.637500000000001,24.0,4.0,9.6375
4817,2016-04-24,N8U,18.0,98.31,5.658529411764706,24.0,4.0,5.461666666666667
4823,2016-04-24,R6E,5.0,29.259999999999998,5.852,24.0,4.0,5.851999999999999
4837,2016-04-25,29A,4.0,9.69,2.7616666666666667,25.0,4.0,2.4225
4846,2016-04-25,FEW,12.0,102.94,8.578333333333333,25.0,4.0,8.578333333333333
4858,2016-04-25,N8U,36.0,150.59,4.20828125,25.0,4.0,4.183055555555556
4866,2016-04-25,R6E,12.0,87.37,7.280833333333334,25.0,4.0,7.280833333333334
4880,2016-04-26,29A,8.0,51.42,6.788571428571428,26.0,4.0,6.4275
4889,2016-04-26,FEW,12.0,116.12,9.676666666666668,26.0,4.0,9.676666666666668
4904,2016-04-26,N8U,31.0,151.57,4.833461538461538,26.0,4.0,4.889354838709677
4911,2016-04-26,R6E,23.0,121.14,5.7288749999999995,26.0,4.0,5.2669565217391305
4925,2016-04-27,29A,9.0,63.15,7.016666666666667,27.0,4.0,7.016666666666667
4934,2016-04-27,FEW,12.0,103.49,8.624166666666666,27.0,4.0,8.624166666666666
4949,2016-04-27,N8U,34.0,178.35,5.3240625,27.0,4.0,5.245588235294117
4956,2016-04-27,R6E,20.0,74.43,4.22375,27.0,4.0,3.7215000000000003
4971,2016-04-28,29A,9.0,79.38,8.82,28.0,4.0,8.82
4980,2016-04-28,FEW,11.0,123.67999999999999,11.243636363636364,28.0,4.0,11.243636363636362
4994,2016-04-28,N8U,48.0,210.71,4.458953488372093,28.0,4.0,4.3897916666666665
5002,2016-04-28,R6E,23.0,208.97,8.894047619047617,28.0,4.0,9.085652173913044
5017,2016-04-29,29A,15.0,90.73,6.888611111111111,29.0,4.0,6.048666666666667
5026,2016-04-29,FEW,6.0,58.43,10.023,29.0,4.0,9.738333333333333
5041,2016-04-29,N8U,34.0,151.08,4.5245,29.0,4.0,4.443529411764707
5048,2016-04-29,R6E,10.0,80.77,8.077,29.0,4.0,8.077
5062,2016-04-30,29A,9.0,64.49000000000001,7.889375,30.0,4.0,7.165555555555557
5071,2016-04-30,FEW,9.0,95.81,10.399375000000001,30.0,4.0,10.645555555555555
5083,2016-04-30,N8U,26.0,125.19,4.86,30.0,4.0,4.8149999999999995
5091,2016-04-30,R6E,13.0,153.41,12.632916666666665,30.0,4.0,11.80076923076923
5104,2016-05-01,29A,12.0,67.28,6.311333333333334,1.0,5.0,5.6066666666666665
5113,2016-05-01,FEW,8.0,76.23,9.52875,1.0,5.0,9.52875
5128,2016-05-01,N8U,38.0,149.24,3.9450000000000003,1.0,5.0,3.927368421052632
5136,2016-05-01,R6E,25.0,118.59,4.740833333333334,1.0,5.0,4.7436
5151,2016-05-02,29A,15.0,115.44,7.696000000000001,2.0,5.0,7.696
5160,2016-05-02,FEW,11.0,119.67,10.879090909090907,2.0,5.0,10.879090909090909
5175,2016-05-02,N8U,32.0,104.57,3.352241379310345,2.0,5.0,3.2678125
5183,2016-05-02,R6E,19.0,124.12,6.532631578947368,2.0,5.0,6.532631578947369
5198,2016-05-03,29A,13.0,79.59,6.638888888888889,3.0,5.0,6.122307692307692
5206,2016-05-03,FEW,6.0,41.95,7.2299999999999995,3.0,5.0,6.991666666666667
5220,2016-05-03,N8U,28.0,104.73,3.7403571428571416,3.0,5.0,3.740357142857143
5227,2016-05-03,R6E,12.0,63.73,5.5065,3.0,5.0,5.310833333333333
5241,2016-05-04,29A,12.0,60.33,5.616333333333333,4.0,5.0,5.0275
5250,2016-05-04,FEW,9.0,111.62,12.402222222222221,4.0,5.0,12.402222222222223
5265,2016-05-04,N8U,37.0,139.83,3.7183333333333337,4.0,5.0,3.7791891891891893
5272,2016-05-04,R6E,16.0,91.17999999999999,6.197142857142857,4.0,5.0,5.6987499999999995
5287,2016-05-05,29A,13.0,67.38,6.157037037037037,5.0,5.0,5.183076923076923
5296,2016-05-05,FEW,12.0,116.72,9.726666666666667,5.0,5.0,9.726666666666667
5311,2016-05-05,N8U,37.0,158.4,4.43015625,5.0,5.0,4.281081081081081
5319,2016-05-05,R6E,25.0,157.23,7.197619047619048,5.0,5.0,6.289199999999999
5332,2016-05-06,29A,4.0,23.560000000000002,5.890000000000001,6.0,5.0,5.890000000000001
5340,2016-05-06,FEW,8.0,71.01,8.876249999999999,6.0,5.0,8.87625
5349,2016-05-06,N8U,16.0,64.46,4.0287500000000005,6.0,5.0,4.02875
5356,2016-05-06,R6E,13.0,65.68,5.130909090909091,6.0,5.0,5.052307692307693
5369,2016-05-07,29A,2.0,13.25,6.625,7.0,5.0,6.625
5378,2016-05-07,FEW,4.0,28.17,7.0425,7.0,5.0,7.0425
5390,2016-05-07,N8U,24.0,97.82,4.075833333333333,7.0,5.0,4.075833333333333
5396,2016-05-07,R6E,10.0,58.46,5.846,7.0,5.0,5.846
5409,2016-05-08,29A,12.0,64.88,7.068333333333333,8.0,5.0,5.406666666666666
5418,2016-05-08,FEW,10.0,86.56,9.328125,8.0,5.0,8.656
5432,2016-05-08,N8U,24.0,112.82000000000001,4.700833333333333,8.0,5.0,4.700833333333334
5440,2016-05-08,R6E,8.0,33.18,4.2128571428571435,8.0,5.0,4.1475
5454,2016-05-09,29A,6.0,25.3,3.705,9.0,5.0,4.216666666666667
5463,2016-05-09,FEW,8.0,63.2,7.9,9.0,5.0,7.9
5477,2016-05-09,N8U,36.0,131.72,3.902499999999999,9.0,5.0,3.658888888888889
5485,2016-05-09,R6E,16.0,60.07,4.158636363636364,9.0,5.0,3.754375
5499,2016-05-10,29A,7.0,43.71,6.244285714285715,10.0,5.0,6.244285714285715
5508,2016-05-10,FEW,9.0,84.75,9.554375,10.0,5.0,9.416666666666666
5522,2016-05-10,N8U,39.0,149.79,3.94359375,10.0,5.0,3.8407692307692307
5530,2016-05-10,R6E,15.0,140.85,9.389999999999999,10.0,5.0,9.389999999999999
5544,2016-05-11,29A,3.0,23.02,7.673333333333335,11.0,5.0,7.673333333333333
5552,2016-05-11,FEW,8.0,87.45,10.931249999999999,11.0,5.0,10.93125
5566,2016-05-11,N8U,28.0,99.3,3.6792,11.0,5.0,3.5464285714285713
5573,2016-05-11,R6E,13.0,67.35,5.294583333333334,11.0,5.0,5.18076923076923
5588,2016-05-12,29A,11.0,79.29,8.083571428571428,12.0,5.0,7.208181818181819
5597,2016-05-12,FEW,11.0,117.19,10.298,12.0,5.0,10.653636363636364
5611,2016-05-12,N8U,41.0,161.4,4.102824074074074,12.0,5.0,3.9365853658536585
5619,2016-05-12,R6E,16.0,96.29,6.2943333333333324,12.0,5.0,6.018125
5634,2016-05-13,29A,26.0,119.67,4.746444444444445,13.0,5.0,4.602692307692307
5643,2016-05-13,FEW,11.0,116.65,10.604545454545454,13.0,5.0,10.604545454545455
5658,2016-05-13,N8U,43.0,168.72,4.1888461538461526,13.0,5.0,3.923720930232558
5666,2016-05-13,R6E,34.0,203.63,7.378019323671497,13.0,5.0,5.989117647058824
5681,2016-05-14,29A,17.0,77.34,6.2585185185185175,14.0,5.0,4.549411764705883
5688,2016-05-14,FEW,6.0,63.53,10.588333333333333,14.0,5.0,10.588333333333333
5703,2016-05-14,N8U,37.0,156.47,4.367142857142858,14.0,5.0,4.228918918918919
5710,2016-05-14,R6E,22.0,104.29,5.867708333333333,14.0,5.0,4.740454545454546
5725,2016-05-15,29A,6.0,41.95,6.991666666666667,15.0,5.0,6.991666666666667
5731,2016-05-15,FEW,9.0,113.75,12.4375,15.0,5.0,12.63888888888889
5743,2016-05-15,N8U,26.0,127.32,4.934800000000001,15.0,5.0,4.896923076923077
5750,2016-05-15,R6E,18.0,100.62,5.639722222222222,15.0,5.0,5.59
5761,2016-05-16,29A,17.0,69.58,5.071515151515151,16.0,5.0,4.092941176470588
5770,2016-05-16,FEW,10.0,78.84,7.884,16.0,5.0,7.884
5784,2016-05-16,N8U,34.0,150.3,4.641666666666667,16.0,5.0,4.420588235294118
5792,2016-05-16,R6E,32.0,163.08,6.197972222222222,16.0,5.0,5.09625
5805,2016-05-17,29A,16.0,75.98,5.157777777777777,17.0,5.0,4.74875
5814,2016-05-17,FEW,13.0,145.04999999999998,11.157692307692308,17.0,5.0,11.157692307692306
5829,2016-05-17,N8U,31.0,146.08,5.089107142857143,17.0,5.0,4.71225806451613
5837,2016-05-17,R6E,19.0,118.6,5.974861111111111,17.0,5.0,6.242105263157894
5851,2016-05-18,29A,20.0,104.39,6.035641025641026,18.0,5.0,5.2195
5860,2016-05-18,FEW,17.0,178.57,10.6834375,18.0,5.0,10.504117647058823
5875,2016-05-18,N8U,37.0,169.32,4.649285714285715,18.0,5.0,4.576216216216216
5883,2016-05-18,R6E,20.0,129.08,7.124509803921569,18.0,5.0,6.454000000000001
5897,2016-05-19,29A,5.0,27.700000000000003,5.95,19.0,5.0,5.540000000000001
5906,2016-05-19,FEW,12.0,110.45,9.204166666666666,19.0,5.0,9.204166666666667
5921,2016-05-19,N8U,38.0,173.96,4.623472222222222,19.0,5.0,4.577894736842105
5929,2016-05-19,R6E,23.0,118.03,5.624736842105263,19.0,5.0,5.131739130434783
5943,2016-05-20,29A,18.0,122.8,7.336666666666667,20.0,5.0,6.822222222222222
5952,2016-05-20,FEW,13.0,139.57,10.736153846153845,20.0,5.0,10.736153846153845
5967,2016-05-20,N8U,54.0,225.27,4.324438775510204,20.0,5.0,4.171666666666667
5975,2016-05-20,R6E,23.0,127.13999999999999,6.135083333333332,20.0,5.0,5.527826086956521
5990,2016-05-21,29A,12.0,70.95,5.398888888888889,21.0,5.0,5.9125000000000005
5997,2016-05-21,FEW,10.0,91.37,9.137,21.0,5.0,9.137
6010,2016-05-21,N8U,47.0,190.11,4.043214285714287,21.0,5.0,4.044893617021277
6018,2016-05-21,R6E,9.0,56.28,6.253333333333334,21.0,5.0,6.253333333333334
6030,2016-05-22,29A,2.0,16.75,8.375,22.0,5.0,8.375
6035,2016-05-22,FEW,2.0,24.130000000000003,12.065000000000001,22.0,5.0,12.065000000000001
6045,2016-05-22,N8U,18.0,65.6,3.950625,22.0,5.0,3.644444444444444
6051,2016-05-22,R6E,9.0,57.83,7.080625,22.0,5.0,6.4255555555555555
6062,2016-05-23,29A,20.0,138.43,7.710196078431372,23.0,5.0,6.9215
6071,2016-05-23,FEW,10.0,93.13,9.431111111111111,23.0,5.0,9.312999999999999
6086,2016-05-23,N8U,29.0,137.3,4.860892857142857,23.0,5.0,4.73448275862069
6094,2016-05-23,R6E,17.0,92.72,6.3312820512820505,23.0,5.0,5.4541176470588235
6107,2016-05-24,29A,13.0,80.72,6.4365000000000006,24.0,5.0,6.2092307692307696
6116,2016-05-24,FEW,7.0,68.07,9.724285714285713,24.0,5.0,9.724285714285713
6131,2016-05-24,N8U,40.0,180.25,4.766388888888888,24.0,5.0,4.50625
6138,2016-05-24,R6E,18.0,82.05,5.400238095238095,24.0,5.0,4.558333333333334
6152,2016-05-25,29A,14.0,96.32,7.147999999999999,25.0,5.0,6.88
6161,2016-05-25,FEW,15.0,163.27,10.884666666666668,25.0,5.0,10.884666666666668
6175,2016-05-25,N8U,38.0,158.49,4.4255555555555555,25.0,5.0,4.170789473684211
6183,2016-05-25,R6E,18.0,110.25,6.832,25.0,5.0,6.125
6197,2016-05-26,29A,17.0,78.72,4.931538461538461,26.0,5.0,4.630588235294118
6206,2016-05-26,FEW,7.0,57.25,8.178571428571429,26.0,5.0,8.178571428571429
6221,2016-05-26,N8U,30.0,108.17,3.9520666666666666,26.0,5.0,3.6056666666666666
6229,2016-05-26,R6E,26.0,163.39000000000001,7.347222222222223,26.0,5.0,6.28423076923077
6243,2016-05-27,29A,17.0,72.85,4.964074074074073,27.0,5.0,4.285294117647059
6252,2016-05-27,FEW,22.0,252.18,11.237631578947367,27.0,5.0,11.462727272727273
6267,2016-05-27,N8U,35.0,163.22,4.6859375,27.0,5.0,4.663428571428572
6275,2016-05-27,R6E,16.0,131.98,9.200952380952382,27.0,5.0,8.24875
6290,2016-05-28,29A,7.0,32.34,4.87,28.0,5.0,4.62
6299,2016-05-28,FEW,14.0,144.66,10.052272727272728,28.0,5.0,10.332857142857142
6313,2016-05-28,N8U,32.0,129.93,4.03103448275862,28.0,5.0,4.0603125
6319,2016-05-28,R6E,11.0,69.69,6.335454545454545,28.0,5.0,6.335454545454545
6331,2016-05-29,29A,4.0,24.16,6.04,29.0,5.0,6.04
6337,2016-05-29,FEW,7.0,73.15,10.450000000000001,29.0,5.0,10.450000000000001
6349,2016-05-29,N8U,13.0,51.57,3.9669230769230763,29.0,5.0,3.9669230769230768
6354,2016-05-29,R6E,7.0,65.02,6.3693333333333335,29.0,5.0,9.288571428571428
6363,2016-05-30,29A,16.0,81.11,6.866296296296296,30.0,5.0,5.069375
6372,2016-05-30,FEW,12.0,139.07999999999998,11.589999999999998,30.0,5.0,11.589999999999998
6386,2016-05-30,N8U,34.0,147.45000000000002,4.5825000000000005,30.0,5.0,4.336764705882353
6394,2016-05-30,R6E,24.0,93.39,4.62703125,30.0,5.0,3.89125
6408,2016-05-31,29A,12.0,45.6,4.046666666666668,31.0,5.0,3.8000000000000003
6417,2016-05-31,FEW,12.0,136.65,11.387500000000001,31.0,5.0,11.387500000000001
6432,2016-05-31,N8U,35.0,149.57,4.386093750000001,31.0,5.0,4.273428571428571
6440,2016-05-31,R6E,14.0,79.3,6.240000000000001,31.0,5.0,5.664285714285714
6453,2016-06-01,29A,2.0,14.309999999999999,7.154999999999999,1.0,6.0,7.154999999999999
6459,2016-06-01,FEW,2.0,16.92,8.46,1.0,6.0,8.46
6468,2016-06-01,N8U,17.0,75.06,4.3359375,1.0,6.0,4.415294117647059
6473,2016-06-01,R6E,7.0,28.99,4.1414285714285715,1.0,6.0,4.1414285714285715
6488,2016-06-02,29A,11.0,56.97,5.3069999999999995,2.0,6.0,5.179090909090909
6496,2016-06-02,FEW,8.0,76.13,9.51625,2.0,6.0,9.51625
6508,2016-06-02,N8U,23.0,75.03999999999999,3.5370175438596485,2.0,6.0,3.2626086956521734
6516,2016-06-02,R6E,17.0,79.45,4.673529411764706,2.0,6.0,4.673529411764706
6528,2016-06-03,29A,2.0,6.24,3.12,3.0,6.0,3.12
6533,2016-06-03,FEW,6.0,57.0,8.55,3.0,6.0,9.5
